BRI 943772016 -1112
UBL 943284050 -1112
SOL 942835095 -1112
RLY 941843958 -1113
CIT 940565695 -1113
ADI 939330729 -1113
FRE 938202358 -1113
CTS 937872402 -1113
AIR 936013199 -1114
ROW 935664882 -1114
NGL 934145713 -1114
UDE 933960576 -1114
STS 930697760 -1114
DRE 929834043 -1114
NIC 927766522 -1115
DEC 924397433 -1115
PAN 923295741 -1116
BIL 923236035 -1116
LIF 918198174 -1116
NNE 916381089 -1117
LOO 916213089 -1117
AMP 914332916 -1117
SAI 910906215 -1117
UNC 910147780 -1118
XPE 905786325 -1118
IMI 904297435 -1119
GAI 902646892 -1119
ARK 901575371 -1119
TIS 899894700 -1119
HEL 895622705 -1120
VIS 892994837 -1120
MAK 892108777 -1120
AGA 888873878 -1121
IBL 886743270 -1121
IFE 885964032 -1121
SEA 885690434 -1122
ROB 884324710 -1122
TOO 884272228 -1122
GET 877653491 -1123
EFF 877045505 -1123
RTE 876755827 -1123
PPO 875660099 -1123
DEP 873351630 -1124
AVI 873089933 -1124
RNE 872086009 -1124
RIB 871320598 -1124
VOL 867955750 -1124
MAD 867719645 -1124
GIV 866012422 -1125
DIE 864452826 -1125
RDS 863161947 -1125
SCH 862139668 -1125
ROL 861595115 -1125
OVI 860059985 -1126
RIV 859738982 -1126
DEV 859029789 -1126
TRY 853595303 -1127
ODE 849860660 -1127
GAN 846300024 -1128
BEL 844037777 -1128
NDA 843988417 -1128
LIA 842583607 -1129
RVE 842146751 -1129
MIC 839395147 -1129
ETW 837710782 -1130
TUA 834335454 -1130
ERC 832091674 -1131
DEL 830191335 -1131
CLU 828925492 -1131
UME 827410486 -1131
EGI 827295919 -1131
SAM 824905236 -1132
MAI 824223079 -1132
ANN 819945835 -1133
ICU 819285824 -1133
ROS 817839847 -1133
EMS 815228219 -1133
ARM 807538868 -1135
EMO 807304396 -1135
SIB 806000970 -1135
YST 804081058 -1135
EGA 801442700 -1136
SCR 800164023 -1136
OLU 797461296 -1137
RAM 793005418 -1137
UPP 789634711 -1138
LVE 788914661 -1138
BRO 788061140 -1138
UEN 785681398 -1139
CAM 784839780 -1139
RNA 784467338 -1139
URT 781997713 -1139
PIN 778611405 -1140
TTL 778068662 -1140
EXA 775248241 -1141
RUC 775159005 -1141
HIG 772126498 -1141
ETA 770934179 -1142
DID 769945900 -1142
FOL 766935020 -1142
VIC 766889920 -1142
MME 766703773 -1142
DAT 765559341 -1143
EDU 765302903 -1143
OCE 761797902 -1143
CEP 761228051 -1143
ROT 760744381 -1143
VIE 760388199 -1144
PAS 759949263 -1144
ORG 758376569 -1144
NTL 758192199 -1144
SET 756096508 -1144
OTI 755506245 -1144
SPI 755473878 -1144
RSO 751293539 -1145
ILY 747899561 -1146
DIV 747835577 -1146
ATO 746412486 -1146
INV 746392672 -1146
BAS 744905690 -1146
PUB 744800259 -1146
AUT 744436126 -1147
ONI 744269828 -1147
EXC 743862324 -1147
SSU 743466423 -1147
MOD 742956938 -1147
RMI 742075032 -1147
LUE 740431197 -1147
OPL 740318480 -1147
LOR 738743414 -1148
EIG 737456312 -1148
POI 737261233 -1148
JUS 732777049 -1149
EOP 732303726 -1149
DGE 730974664 -1149
EET 730407373 -1149
ERR 728862875 -1150
MOT 727423746 -1150
CCO 724991418 -1150
OMA 724716113 -1150
NVE 723429596 -1151
ONO 722854443 -1151
FIE 722377849 -1151
YIN 720955118 -1151
HIP 720468234 -1151
RAP 720148164 -1151
HOO 718978479 -1152
ISM 718830425 -1152
URC 717790756 -1152
DOW 714928592 -1152
ULL 713796916 -1153
BRA 712548578 -1153
LAY 711263905 -1153
UMB 710795416 -1153
NCL 710615019 -1153
ICK 710076724 -1153
NME 709157407 -1154
CAP 707793573 -1154
HOM 706992949 -1154
GED 706338332 -1154
LOP 705540816 -1154
IET 704821951 -1154
LER 704516213 -1155
OGR 701989031 -1155
EFE 701740204 -1155
DEF 700730657 -1155
SSA 699833907 -1155
VAR 699147321 -1156
NUM 699083645 -1156
CCE 697987963 -1156
NEE 697844819 -1156
HRE 697054423 -1156
TEA 696506548 -1156
LEG 695915444 -1156
PEO 693824015 -1157
LOC 692247660 -1157
BOT 691834172 -1157
PED 691518359 -1157
ENI 691434241 -1157
LAI 689237296 -1158
PUT 688971420 -1158
AMO 687459283 -1158
INK 687441468 -1158
RDI 686808187 -1158
ELD 685554767 -1158
SIC 683210209 -1159
RVI 681816885 -1159
REQ 681783375 -1159
BEI 680012701 -1160
BAC 679230118 -1160
LIV 678367898 -1160
RNI 677063946 -1160
MEM 673653028 -1161
MOU 670836063 -1162
EPA 670119745 -1162
RME 669902432 -1162
SUL 669899495 -1162
BOR 669471253 -1162
DUR 668020262 -1162
DON 667737972 -1162
OOL 667687021 -1162
SCO 667321779 -1162
SIM 666406638 -1163
PPL 665998796 -1163
CRO 663886756 -1163
RTS 663354083 -1163
ADD 662215010 -1163
EMI 661230058 -1164
MPE 660864046 -1164
FRA 660599583 -1164
FIG 659750979 -1164
RKE 658364464 -1164
ESC 652487526 -1166
ABI 651696717 -1166
ANO 651516330 -1166
UIT 651246069 -1166
TEC 650401196 -1166
RIM 649238552 -1166
APE 648908838 -1166
CUS 647914715 -1167
SUM 647139248 -1167
BAN 645057962 -1167
BJE 643845268 -1168
ANE 643621617 -1168
GOO 643615423 -1168
ESU 642724688 -1168
OCK 641629889 -1168
TEE 639946732 -1168
ERF 638460356 -1169
SAL 637224917 -1169
DEM 635605292 -1169
VAT 634893030 -1170
UDI 631757847 -1170
MUC 630921987 -1170
SYS 630540554 -1171
LLA 629848556 -1171
NOM 629162643 -1171
TCH 626978818 -1171
UCE 624817434 -1172
SOR 624654035 -1172
NDO 624543672 -1172
TIF 624529812 -1172
UAT 624513390 -1172
NCH 623673170 -1172
NDU 622888895 -1172
RSI 622584001 -1172
GAT 621554232 -1173
VAN 621167643 -1173
PPR 621085890 -1173
MOV 620328573 -1173
ECH 620210511 -1173
CIP 619853364 -1173
ROO 619057859 -1173
ELS 617606060 -1174
NEC 617226944 -1174
BEF 616963056 -1174
CLO 615967520 -1174
ORN 615521992 -1174
PTE 613211980 -1175
ALU 610483010 -1175
EEM 609798272 -1175
ONF 609631269 -1175
SCI 608066956 -1176
IGI 605989266 -1176
ROA 604424112 -1177
MAG 604139378 -1177
LAB 603964635 -1177
DET 603630199 -1177
KEN 603473338 -1177
ILA 603022094 -1177
ORR 602962720 -1177
RAG 602538039 -1177
RUS 602066850 -1177
OES 599265114 -1178
SAY 598649761 -1178
ACI 598554452 -1178
PUR 598430875 -1178
GAR 597550589 -1178
NAR 597245429 -1178
CIS 596977720 -1178
NAM 596545589 -1179
ANK 596166885 -1179
VIT 595890204 -1179
WAT 595790707 -1179
PRA 595023652 -1179
NCO 593764716 -1179
POW 591086279 -1180
FEE 588699118 -1180
FAI 588469472 -1180
ECU 588451528 -1180
ROG 587745058 -1181
FAR 586613347 -1181
TME 586275070 -1181
LUT 586025159 -1181
IER 585839697 -1181
ORL 584753943 -1181
RTY 584138340 -1182
OWI 583860434 -1182
DIR 583508348 -1182
NCT 582944044 -1182
LEV 582781272 -1182
PLO 581862296 -1182
PAI 581119919 -1182
MUN 580819907 -1182
GOV 580507025 -1182
ICS 580339768 -1182
NFO 580272256 -1183
SAN 580205872 -1183
SSO 579974921 -1183
OCA 579819067 -1183
EEP 577040502 -1183
TOM 575712925 -1184
LAW 575326744 -1184
URR 574723133 -1184
LTH 574593264 -1184
NTH 573541626 -1184
OUP 573093303 -1184
IBE 572896069 -1184
PIT 570651202 -1185
EPE 569820096 -1185
MAS 569759866 -1185
INU 569208816 -1185
VIO 568482139 -1185
NAN 567578107 -1186
LLS 566723763 -1186
NET 566679328 -1186
OBL 565918607 -1186
WRI 565540726 -1186
LUD 565178114 -1186
AFF 564298855 -1187
APT 563987194 -1187
PHI 563709005 -1187
CCU 563582357 -1187
FRI 561429883 -1187
EPR 561040509 -1187
RMS 560553082 -1187
IEW 560419110 -1188
IVA 557471687 -1188
SMA 557244946 -1188
DAR 556601945 -1189
ALO 555327758 -1189
OCC 555149612 -1189
XAM 554911076 -1189
LIM 553827334 -1189
UPO 552304038 -1190
EDE 551766457 -1190
SPA 550950969 -1190
DOM 548383587 -1191
EFI 547869163 -1191
RGA 547729328 -1191
CEL 547638409 -1191
GNI 547389754 -1191
TUT 545107488 -1192
IZA 545006745 -1192
SLA 543758567 -1192
DRA 543168190 -1192
UIR 543000381 -1192
HUS 542710252 -1192
SAT 542405401 -1192
OKE 542317490 -1192
ENA 541348028 -1193
MIG 541211462 -1193
FUN 541045710 -1193
RLD 540850186 -1193
ORC 540145077 -1193
SEV 538552249 -1193
NEV 537835914 -1193
LUS 537752963 -1193
ARN 537524042 -1194
MSE 537125265 -1194
UAR 536972943 -1194
ERO 536631879 -1194
DAN 535210110 -1194
PUL 534138884 -1194
EAK 533819143 -1195
TTI 532569021 -1195
ZED 530706145 -1195
ADV 529078659 -1196
OPP 526407315 -1197
OWS 525286869 -1197
PAC 524393599 -1197
ENO 524117321 -1197
ERG 522437376 -1198
TOW 521953113 -1198
UNG 520813279 -1198
MPT 520443899 -1198
PHY 520051077 -1198
WEV 519328079 -1199
BIT 517175588 -1199
EXI 517094815 -1199
PIC 516508524 -1199
SIV 516160771 -1199
MMU 514873401 -1200
NCR 514400761 -1200
YSI 514268650 -1200
LIZ 514080290 -1200
BOO 513934276 -1200
AKI 513305537 -1200
NEA 511457158 -1201
KER 511161815 -1201
OGI 510956915 -1201
CIN 509740177 -1201
IOR 509362468 -1201
RAB 508075152 -1202
VIL 506929428 -1202
RRO 506856356 -1202
WED 504699195 -1203
TAG 503861127 -1203
FIL 503528116 -1203
ASK 502693225 -1203
FAM 501543055 -1204
BEA 500493043 -1204
BAR 499111508 -1204
BLY 498449066 -1204
CKE 498365777 -1204
SCA 497477760 -1205
USS 497268840 -1205
HUM 496658944 -1205
ISO 495128118 -1205
GIC 492944870 -1206
WOM 492837641 -1206
BRE 490909165 -1207
ASO 489645834 -1207
EAV 488907405 -1207
NSU 488861098 -1207
THU 487092722 -1208
MMI 484589753 -1209
IEV 484105010 -1209
IBI 483600637 -1209
PIR 482853640 -1209
ONV 480585073 -1210
ATA 478629045 -1210
NIZ 478334833 -1210
MMO 476104007 -1211
EEL 476027430 -1211
ZAT 475267359 -1211
EPO 475136635 -1211
BES 475045947 -1211
AWA 474757459 -1211
GLE 473925675 -1212
GIO 473864322 -1212
BUR 473830694 -1212
WAN 473477954 -1212
CLI 473432350 -1212
MUL 473243044 -1212
WIS 472182912 -1212
NCY 471086019 -1213
OFT 470251665 -1213
BEG 468216030 -1213
NOU 468011375 -1214
CHR 467705604 -1214
NGU 467187939 -1214
RAR 465955437 -1214
OOR 464661153 -1215
WAL 464440380 -1215
ULE 464378089 -1215
FLO 463813489 -1215
ASH 463302491 -1215
BSE 463082419 -1215
BOD 462224029 -1215
HIT 461820812 -1215
DUA 461735226 -1215
RID 460843781 -1216
LTI 458767006 -1216
IGU 458187009 -1217
TAC 456894504 -1217
NIO 456796159 -1217
RNM 455872047 -1217
TYP 454150344 -1218
AGR 453981980 -1218
ETS 453820281 -1218
CRA 451802207 -1219
COV 451376925 -1219
INN 451163417 -1219
IEL 451086003 -1219
UIL 450594824 -1219
OTA 447404740 -1220
BUS 447297185 -1220
CID 446927214 -1220
MPR 445517720 -1221
UMA 443921884 -1221
IMS 443262284 -1221
APH 440006034 -1222
NON 439384745 -1223
BED 438660881 -1223
NIA 438644406 -1223
DOE 438196437 -1223
NNI 437479681 -1223
ETY 437267283 -1223
NTU 436632266 -1224
HET 435934061 -1224
ASU 435788438 -1224
KET 435577304 -1224
IBU 434327234 -1224
RPO 433622989 -1225
ALA 433607274 -1225
GOD 433391376 -1225
XTE 432168167 -1225
IRI 432117797 -1225
HUR 431219434 -1225
EOR 430130562 -1226
OBS 428337956 -1226
RTU 428054327 -1226
APA 426969299 -1227
NGT 425628035 -1227
OAD 424668969 -1228
CEI 424619538 -1228
CUT 423838632 -1228
RIP 423718650 -1228
PET 423503007 -1228
NIV 421696750 -1229
EVA 421021857 -1229
ARO 420711049 -1229
AUG 420380181 -1229
GUR 420321962 -1229
PHE 420253872 -1229
HRI 419918784 -1229
RAS 417731974 -1230
EGR 417610890 -1230
OLV 417324769 -1230
LUM 417288443 -1230
PME 416666694 -1230
GUE 416659675 -1230
PLY 416438050 -1230
GLA 416133689 -1230
BLA 415584529 -1231
NIF 414875698 -1231
ERL 412339257 -1232
SIA 412113210 -1232
BIN 411758942 -1232
EIT 411321847 -1232
SUA 410151862 -1233
WEN 409684713 -1233
LOY 409021763 -1233
OGE 408902317 -1233
HIE 406947564 -1234
ODY 405905497 -1234
SAR 405723043 -1234
EEK 405308236 -1234
HIR 404009130 -1235
LDE 403514580 -1235
SCU 402905888 -1235
BAL 402550449 -1235
OGY 402358741 -1235
DEE 402068410 -1235
DLE 401335194 -1236
REI 401247424 -1236
UBS 400594752 -1236
FAT 399638989 -1236
GUI 398119819 -1237
HOP 397704024 -1237
ROF 396697770 -1237
BEN 395981485 -1238
NGI 395552905 -1238
EFU 395242650 -1238
IPL 394886604 -1238
ADY 394365192 -1238
WES 394288907 -1238
OPI 394069109 -1238
TOP 393846793 -1238
NFL 393257454 -1239
IEF 392600321 -1239
OPO 390416579 -1240
OTT 389632128 -1240
FUR 388818324 -1240
